net,length_um
_1051_,7.98
_1734_,7.98
_0938_,7.96
_0543_,7.94
_1382_,7.94
_1479_,7.94
_0123_,7.92
_0795_,7.9
_1943_,7.9
_0198_,7.88
_0971_,7.84
_1462_,7.84
_2024_,7.84
_0523_,7.82
net149,7.82
_0369_,7.815
_0099_,7.805
_0183_,7.805
_0288_,7.805
RAM1.mem\[2\]\[1\],7.8
_1515_,7.8
_0729_,7.78
_0159_,7.765
_0051_,7.745
CPU1.alu_reg_out\[5\],7.74
_1012_,7.74
_1620_,7.74
_0206_,7.705
_0884_,7.7
_1998_,7.7
net68,7.7
net169,7.7
CPU1.mdr_out\[0\],7.68
_0553_,7.68
_0759_,7.68
_0869_,7.68
_1214_,7.68
_1718_,7.68
_1857_,7.68
_1309_,7.665
_1358_,7.66
_1466_,7.66
_1992_,7.66
_0859_,7.64
_1787_,7.64
_0227_,7.625
_0979_,7.62
_0251_,7.605
_0530_,7.6
_1270_,7.6
net73,7.58
_0166_,7.565
_0190_,7.565
_0282_,7.565
_0295_,7.565
_0313_,7.565
_0415_,7.56
_0547_,7.56
_1509_,7.56
net69,7.56
_0385_,7.54
UART1.UART_TX1.packet\[1\],7.52
_0777_,7.52
_1184_,7.52
_1488_,7.52
_1636_,7.52
_0008_,7.495
_0060_,7.48
_0746_,7.48
_1433_,7.48
_0157_,7.46
_0537_,7.44
_0608_,7.44
_1854_,7.44
_0058_,7.42
_0508_,7.42
net111,7.385
_0756_,7.38
_0141_,7.365
_0911_,7.32
_1197_,7.32
_0323_,7.305
_1421_,7.3
_1504_,7.3
_0986_,7.26
_1310_,7.26
clk_per_bit[8],7.25
_0660_,7.24
_0851_,7.24
_1436_,7.24
UART1.RX_dataOut\[5\],7.22
_0673_,7.22
_1237_,7.22
_1522_,7.22
_1566_,7.22
_1978_,7.22
_1994_,7.22
_2026_,7.22
net96,7.22
_1867_,7.2
_1124_,7.18
_1312_,7.18
_1355_,7.18
_1699_,7.18
_1749_,7.18
_0347_,7.145
_0372_,7.145
_0868_,7.14
_1768_,7.14
_1987_,7.12
_0364_,7.105
_0554_,7.1
_0611_,7.1
_0772_,7.1
_0821_,7.1
_1022_,7.1
_1105_,7.1
_1346_,7.1
_1506_,7.1
_1691_,7.1
_1883_,7.1
net51,7.1
net136,7.1
_0791_,7.08
_0778_,7.06
_1500_,7.06
_1638_,7.06
_1687_,7.06
_1806_,7.06
_1995_,7.06
_2018_,7.06
_0730_,7.04
clk_per_bit[7],7.01
_0228_,7
_0265_,7
_1776_,7
_0539_,6.98
_0960_,6.98
_1780_,6.98
_1888_,6.98
_1901_,6.98
_1965_,6.98
_0503_,6.96
_2091_,6.94
data_byte[7],6.89
_0106_,6.885
_0192_,6.88
_0762_,6.88
_1329_,6.88
_0329_,6.86
_1996_,6.86
_1089_,6.84
_1745_,6.83
_0040_,6.825
_0125_,6.825
_1387_,6.82
_1423_,6.82
_0819_,6.78
_1512_,6.78
_0090_,6.765
_0514_,6.76
_0567_,6.76
_0886_,6.76
_1073_,6.76
_1752_,6.76
_1918_,6.76
_2010_,6.76
_0232_,6.725
UART1.UART_RX1.dataOut\[0\],6.72
_0562_,6.72
_0642_,6.72
_0876_,6.72
_0932_,6.72
_1107_,6.72
_1256_,6.72
_1336_,6.72
_1392_,6.72
_1403_,6.72
_1407_,6.72
_1484_,6.72
_1769_,6.72
_1898_,6.72
_1909_,6.72
net85,6.72
net128,6.72
net147,6.72
_0031_,6.705
_0208_,6.705
_0209_,6.705
_1893_,6.7
_1789_,6.69
_0292_,6.685
_0102_,6.66
_1198_,6.66
_0000_,6.645
_0697_,6.64
_1325_,6.64
_1373_,6.64
_1519_,6.64
_1753_,6.64
_1899_,6.64
_0167_,6.625
_0113_,6.62
_0308_,6.605
_0391_,6.6
_0597_,6.6
_1104_,6.6
_1196_,6.6
_1264_,6.6
_1427_,6.6
_1650_,6.6
_1657_,6.6
_1729_,6.6
_1781_,6.6
_0005_,6.545
_0747_,6.54
_1093_,6.54
_1223_,6.54
_1545_,6.54
_1661_,6.54
_0792_,6.52
_0814_,6.52
_2019_,6.52
_0246_,6.5
_1079_,6.5
_1726_,6.5
_1756_,6.5
_0188_,6.48
_0117_,6.465
_0211_,6.445
_1626_,6.44
clk_per_bit[9],6.43
_0001_,6.425
_0259_,6.42
_0438_,6.42
_1234_,6.4
_0706_,6.38
_1554_,6.38
_1690_,6.37
_0046_,6.365
_0081_,6.365
_0238_,6.365
_0263_,6.365
_0271_,6.365
_0237_,6.345
clk_per_bit[1],6.33
_0343_,6.325
_0779_,6.32
net171,6.32
_0135_,6.305
UART1.RX_dataOut\[1\],6.3
_0433_,6.3
_0854_,6.3
_1028_,6.3
_1032_,6.3
_1337_,6.3
_1598_,6.3
_1730_,6.3
_1767_,6.3
_1831_,6.3
_0139_,6.285
_0796_,6.28
_1021_,6.275
_0057_,6.265
_0212_,6.265
CPU1.alu_reg_out\[3\],6.26
CPU1.alu_reg_out\[4\],6.26
_0531_,6.26
_1390_,6.26
_1531_,6.26
_1536_,6.26
_1616_,6.26
_1722_,6.26
_1775_,6.26
net97,6.26
clk_per_bit[6],6.23
_0174_,6.225
_0219_,6.225
_0378_,6.225
addr_byte[0],6.21
cmd_byte[0],6.21
data_byte[1],6.21
data_byte[5],6.21
_1538_,6.2
_0038_,6.185
_0075_,6.185
_0258_,6.185
_0375_,6.185
_0733_,6.18
_0745_,6.18
_1046_,6.18
_1164_,6.18
_1252_,6.18
_1258_,6.18
_1422_,6.18
_1609_,6.18
_1634_,6.18
_1879_,6.18
_1962_,6.18
_2001_,6.16
_0635_,6.14
_1062_,6.14
_1120_,6.14
_1225_,6.14
_1463_,6.14
_1510_,6.14
_1546_,6.14
_0059_,6.1
_0296_,6.085
_1514_,6.08
_1543_,6.08
_1127_,6.045
_0286_,6.04
_0520_,6.04
_1503_,6.04
_1622_,6.04
_1637_,6.04
_1693_,6.02
_0086_,6.015
_0091_,6.005
_0260_,5.985
_1010_,5.98
_1476_,5.96
_1612_,5.94
_0380_,5.92
_0934_,5.915
_0050_,5.905
_0201_,5.885
_0707_,5.86
_0877_,5.86
_0919_,5.86
_1101_,5.84
_1147_,5.84
_1186_,5.84
_1443_,5.84
_1778_,5.84
_1850_,5.84
_0128_,5.825
_1037_,5.82
_0047_,5.805
_0122_,5.805
_0451_,5.8
_0760_,5.8
_0820_,5.8
_1023_,5.8
_1282_,5.8
_1384_,5.8
_1404_,5.8
_1835_,5.8
_1856_,5.8
net164,5.8
_0022_,5.765
_0273_,5.765
_0328_,5.765
_0363_,5.765
_0454_,5.75
_0406_,5.74
_0439_,5.74
_1296_,5.74
_1388_,5.74
_1412_,5.74
_1420_,5.74
_1424_,5.74
_1465_,5.74
_1478_,5.74
_1516_,5.74
_1542_,5.74
_1548_,5.74
_1556_,5.74
_1629_,5.74
_1656_,5.74
_1833_,5.74
_1975_,5.74
_0535_,5.72
_0749_,5.72
_1034_,5.72
_1152_,5.72
_1253_,5.72
_1357_,5.72
_1389_,5.72
_1395_,5.72
_1439_,5.72
_1451_,5.72
net129,5.72
_0116_,5.705
_0119_,5.7
CPU1.alu_reg_out\[6\],5.68
_0431_,5.68
_0475_,5.68
_0512_,5.68
_1172_,5.68
_1241_,5.68
_1432_,5.68
_1486_,5.68
_1621_,5.68
_1685_,5.68
_1802_,5.68
_1966_,5.68
_1990_,5.68
clk_per_bit[3],5.65
_0310_,5.64
uart_rx,5.63
_0360_,5.62
_0793_,5.62
_1444_,5.62
_1523_,5.62
_1744_,5.62
_1838_,5.62
_1935_,5.62
_1059_,5.6
_1665_,5.6
_1680_,5.6
_0084_,5.585
_0326_,5.58
_0370_,5.58
_0757_,5.58
_1230_,5.56
_0021_,5.545
_1788_,5.52
net63,5.52
_0330_,5.515
_0194_,5.505
_0468_,5.5
_1030_,5.48
_1298_,5.48
net158,5.48
_0049_,5.475
_1541_,5.44
_0145_,5.435
_0032_,5.425
clk_per_bit[0],5.41
net72,5.4
net159,5.4
_0441_,5.38
_0634_,5.38
_1206_,5.38
_1324_,5.38
_1364_,5.38
_1570_,5.38
_1592_,5.38
_1623_,5.38
_1981_,5.38
net167,5.38
_0327_,5.365
net114,5.36
_0161_,5.345
_0435_,5.34
_0617_,5.34
_0667_,5.34
_1074_,5.34
_1352_,5.34
_1368_,5.34
_1426_,5.34
_1648_,5.34
_1723_,5.34
_1915_,5.34
net83,5.34
_0112_,5.305
_0317_,5.305
_0082_,5.3
_1011_,5.28
_1064_,5.28
_1065_,5.28
_1524_,5.28
_2020_,5.28
_0029_,5.265
_0072_,5.265
_0860_,5.26
_1322_,5.26
_1394_,5.26
_1567_,5.26
_1578_,5.26
_1783_,5.26
_2089_,5.26
_1161_,5.25
_0067_,5.245
_0085_,5.245
_0797_,5.24
_0930_,5.24
_0978_,5.22
_1087_,5.22
_1123_,5.22
_1169_,5.22
_0155_,5.215
addr_byte[5],5.19
tx_reg[0],5.19
_0262_,5.185
_0170_,5.16
_0214_,5.16
_0784_,5.16
_1464_,5.16
_1497_,5.16
_0711_,5.14
_1553_,5.14
_0403_,5.12
_1418_,5.12
_0093_,5.085
_0185_,5.085
_0336_,5.06
net140,5.06
_0044_,5.045
_0205_,5.04
_1697_,5.02
_0352_,4.985
_0367_,4.98
_0242_,4.965
_1301_,4.94
_1613_,4.94
_1784_,4.94
net162,4.94
_1405_,4.92
_1498_,4.92
_1560_,4.92
_1590_,4.92
_1606_,4.92
_1757_,4.92
_1969_,4.92
_2011_,4.92
net109,4.92
_0142_,4.905
_0074_,4.88
_0542_,4.88
_0558_,4.88
_1151_,4.88
_1367_,4.88
_1868_,4.88
addr_byte[2],4.85
_0070_,4.845
_0121_,4.845
_0152_,4.845
_0181_,4.845
_0189_,4.845
_0382_,4.845
_0397_,4.84
_0069_,4.82
_0607_,4.82
_0453_,4.8
_0603_,4.8
_0810_,4.8
_0929_,4.8
_0994_,4.8
_1205_,4.8
_1480_,4.8
_1568_,4.8
_1601_,4.8
_1647_,4.8
_1666_,4.8
_1681_,4.8
_1750_,4.8
_1910_,4.8
_1988_,4.8
net155,4.8
_0422_,4.76
_0722_,4.76
_1470_,4.76
_1558_,4.76
_2034_,4.76
_0220_,4.72
_0321_,4.7
_1431_,4.7
net125,4.7
CPU1.reg_b_out\[7\],4.68
_0034_,4.675
_0689_,4.66
_1517_,4.66
_1655_,4.66
_0048_,4.625
_0268_,4.625
net58,4.6
net59,4.6
net77,4.6
_0033_,4.585
_0278_,4.58
_0668_,4.58
_0940_,4.58
_1682_,4.58
_0365_,4.505
_0035_,4.48
_1006_,4.48
_1738_,4.48
_0466_,4.46
_0721_,4.46
_0985_,4.46
_0992_,4.46
_1576_,4.46
_1589_,4.46
_1608_,4.46
_1675_,4.46
_1782_,4.46
_1851_,4.46
_1877_,4.46
_0951_,4.44
_0130_,4.425
_0254_,4.425
_0752_,4.42
_1617_,4.42
_1740_,4.42
net81,4.42
_0052_,4.385
_2082_,4.38
_1895_,4.37
_0386_,4.34
_0409_,4.34
_0480_,4.34
_0504_,4.34
_1083_,4.34
_1188_,4.34
_1217_,4.34
_1396_,4.34
_1508_,4.34
_1534_,4.34
_1644_,4.34
_2014_,4.34
_0353_,4.265
_1670_,4.24
_1922_,4.24
_1027_,4.23
_1983_,4.22
_1527_,4.2
_1663_,4.2
_0239_,4.165
_0897_,4.14
_0366_,4.125
_0585_,4.12
_1281_,4.12
_1841_,4.1
_1070_,4.09
_0023_,4.085
_0006_,4.065
_1180_,4.02
_1732_,4.02
_0640_,4
_0718_,4
_0806_,4
_1251_,4
_1297_,4
_1319_,4
_1430_,4
_1448_,4
_1537_,4
_1635_,4
_1736_,4
_1798_,4
_1825_,4
_2009_,4
_1770_,3.98
_1884_,3.98
_0150_,3.965
_0204_,3.965
_0341_,3.965
_0355_,3.965
_0138_,3.925
_0162_,3.925
_0173_,3.925
_0221_,3.925
_0331_,3.925
_0146_,3.92
_0104_,3.9
_1081_,3.9
_1171_,3.9
_0442_,3.88
_0511_,3.88
_0555_,3.88
_0625_,3.88
_0967_,3.88
_0997_,3.88
_1140_,3.88
_1406_,3.88
_1485_,3.88
_1595_,3.88
_1596_,3.88
_1628_,3.88
_1643_,3.88
_1890_,3.88
_0087_,3.875
_1703_,3.84
_0311_,3.805
_0154_,3.78
_0196_,3.78
_0291_,3.78
_0325_,3.78
_1383_,3.78
_1577_,3.78
_2109_,3.76
_2103_,3.74
_0103_,3.705
_0120_,3.705
_0187_,3.705
_0293_,3.705
_0309_,3.705
_1487_,3.68
net88,3.68
net93,3.68
net141,3.68
_0935_,3.66
_1846_,3.66
_0959_,3.64
_0223_,3.625
_0230_,3.625
_0257_,3.625
_0335_,3.625
_0337_,3.625
_0356_,3.625
_0710_,3.56
_1025_,3.56
_0063_,3.54
_0073_,3.54
_0460_,3.54
_0576_,3.54
_0685_,3.54
_1202_,3.54
_1528_,3.54
_1741_,3.54
_1743_,3.54
_1902_,3.54
net86,3.54
_0089_,3.505
_0287_,3.505
_0199_,3.44
_0377_,3.44
_0695_,3.44
_0742_,3.44
_0891_,3.44
_0990_,3.44
_1049_,3.44
_0529_,3.42
_1005_,3.42
_1053_,3.42
_1080_,3.42
_1520_,3.42
_1605_,3.42
_1654_,3.42
_1765_,3.42
_1779_,3.42
_0306_,3.405
_0340_,3.405
_0148_,3.345
_0042_,3.34
_0213_,3.34
_0264_,3.34
_0275_,3.34
_0297_,3.34
_0301_,3.34
_0314_,3.34
_0338_,3.34
_0158_,3.32
_0168_,3.32
_0207_,3.32
_0241_,3.32
_0303_,3.32
_0444_,3.32
_0805_,3.32
_1442_,3.32
_1481_,3.32
_1489_,3.32
_1579_,3.32
_1827_,3.32
net138,3.32
_1033_,3.295
_0027_,3.245
_0175_,3.245
_0176_,3.245
_0184_,3.245
_0266_,3.245
_0269_,3.245
_1016_,3.24
_0011_,3.22
_0927_,3.22
_0216_,3.175
_0339_,3.145
_0358_,3.145
_0149_,3.125
_0015_,3.11
_0541_,3.1
_0549_,3.1
_0568_,3.1
_0817_,3.1
_0822_,3.1
_1653_,3.1
_1972_,3.1
_2017_,3.1
_0488_,3.08
_0628_,3.08
_0659_,3.08
_0741_,3.08
_0773_,3.08
_1069_,3.08
_1292_,3.08
_1518_,3.08
_1561_,3.08
_1586_,3.08
_1631_,3.08
_1761_,3.08
_1839_,3.08
_1878_,3.08
_1959_,3.08
uart_curr_state\[0\],3.08
_0844_,3.075
net66,3.07
_1907_,3.06
_0003_,3.005
_0368_,3.005
_0043_,2.995
_0172_,2.98
_0394_,2.98
_0509_,2.98
_1379_,2.98
_1678_,2.98
_0477_,2.96
_0598_,2.96
_0700_,2.96
_0809_,2.96
_0977_,2.96
_1226_,2.96
_1261_,2.96
_1269_,2.96
_1607_,2.96
_1659_,2.96
_1763_,2.96
_2079_,2.96
_0030_,2.945
_0037_,2.945
_0041_,2.945
_0045_,2.945
_0053_,2.945
_0056_,2.945
_0061_,2.945
_0096_,2.945
_0147_,2.945
_0177_,2.945
_0178_,2.945
_0179_,2.945
_0182_,2.945
_0186_,2.945
_0195_,2.945
_0197_,2.945
_0217_,2.945
_0224_,2.945
_0225_,2.945
_0229_,2.945
_0234_,2.945
_0235_,2.945
_0240_,2.945
_0252_,2.945
_0253_,2.945
_0267_,2.945
_0270_,2.945
_0272_,2.945
_0274_,2.945
_0279_,2.945
_0298_,2.945
_0304_,2.945
_0307_,2.945
_0332_,2.945
_0357_,2.945
_0359_,2.945
_0191_,2.86
_0200_,2.86
_0641_,2.86
_1573_,2.86
_0083_,2.785
_1409_,2.76
_1748_,2.76
_1001_,2.74
_1009_,2.74
_0062_,2.715
_0248_,2.715
_0284_,2.715
_1076_,2.67
_0463_,2.64
_0507_,2.64
_0616_,2.64
_0663_,2.64
_0666_,2.64
_1108_,2.64
_1110_,2.64
_1229_,2.64
_1674_,2.64
_1830_,2.64
_1836_,2.64
_0487_,2.62
_0766_,2.62
_0958_,2.62
_1047_,2.62
_1130_,2.62
_1146_,2.62
_1280_,2.62
_1360_,2.62
_1411_,2.62
_1535_,2.62
_1615_,2.62
_1624_,2.62
_1772_,2.62
_1829_,2.62
_1843_,2.62
_1887_,2.62
_2000_,2.62
_2083_,2.62
net75,2.62
net133,2.62
_0036_,2.585
_0055_,2.585
_0153_,2.585
_1453_,2.56
_0026_,2.545
_0124_,2.545
_0171_,2.545
_1707_,2.53
_0388_,2.52
_0703_,2.52
_1652_,2.52
_1658_,2.52
_2006_,2.52
_0813_,2.5
_1176_,2.5
_1482_,2.5
_1832_,2.5
_1925_,2.5
_1970_,2.5
_1980_,2.5
_0290_,2.495
_0231_,2.435
_0289_,2.425
_1507_,2.4
_1213_,2.38
_1848_,2.38
_0261_,2.375
_1696_,2.36
_0215_,2.325
_0361_,2.325
_0491_,2.3
_0781_,2.3
_1219_,2.3
_1275_,2.3
_1289_,2.3
_1391_,2.3
_1393_,2.3
_1399_,2.3
_1501_,2.3
_1842_,2.3
_1900_,2.3
_0631_,2.28
_2021_,2.28
_0111_,2.26
_0312_,2.255
_0348_,2.255
_0076_,2.205
_0305_,2.205
_0681_,2.18
_0726_,2.18
_0801_,2.18
_1758_,2.18
_1085_,2.16
_1216_,2.16
_1402_,2.16
_1544_,2.16
_1588_,2.16
_1664_,2.16
_1777_,2.16
_1882_,2.16
_1984_,2.16
_0371_,2.145
_0107_,2.125
_0256_,2.125
_0276_,2.125
_0300_,2.125
_0024_,2.085
_0025_,2.085
_0065_,2.085
_0169_,2.085
_0302_,2.085
_0097_,2.06
_0481_,2.06
_0527_,2.06
_0765_,2.06
_1449_,2.06
_1698_,2.06
_1912_,2.06
_0983_,2.04
_1097_,2.04
_1199_,2.04
_1290_,2.04
_2106_,2.04
_0088_,2.025
_0126_,2.025
_0802_,2.02
_0424_,1.94
_0513_,1.94
_1429_,1.94
_0283_,1.915
_0285_,1.915
_0004_,1.865
_0009_,1.865
_0039_,1.865
_0079_,1.865
_0137_,1.865
_0163_,1.865
_0165_,1.865
_0255_,1.865
_0320_,1.865
_0333_,1.865
_0381_,1.865
_0528_,1.84
_0534_,1.84
_0950_,1.84
_1415_,1.84
_1446_,1.84
_1539_,1.84
_1557_,1.84
_1559_,1.84
_1585_,1.84
_1587_,1.84
_1746_,1.84
_1762_,1.84
_1764_,1.84
_1947_,1.84
net166,1.84
_0800_,1.72
_0812_,1.72
_0012_,1.7
_0418_,1.7
_0678_,1.7
_0753_,1.7
_0933_,1.7
_1082_,1.7
_1209_,1.7
_1332_,1.7
_1416_,1.7
_1645_,1.7
_1677_,1.7
_1712_,1.7
_1853_,1.7
_1855_,1.7
_1889_,1.7
_1785_,1.63
_0400_,1.6
_1428_,1.6
_1441_,1.6
_1445_,1.6
_1580_,1.6
_1673_,1.6
_1679_,1.6
_0136_,1.575
_1676_,1.48
net123,1.48
_0342_,1.46
_0028_,1.405
_0068_,1.405
_0095_,1.405
_0164_,1.405
_0236_,1.405
_0383_,1.405
_1095_,1.38
_0656_,1.36
_1262_,1.26
_1347_,1.26
_1849_,1.26
_0506_,1.14
_0893_,1.14
_0944_,1.14
_1386_,1.14
_1447_,1.14
_1683_,1.14
_1714_,1.14
_1759_,1.14
_1916_,1.14
_1917_,1.14
_2097_,1.14
_1760_,1.02
net148,1.02
_0996_,0.92
_1111_,0.92
_1773_,0.92
step_pulse,0.8
net91,0.46
